OS,Data_Solicitacao,Cliente,Tipo_Cliente,Quem_Solicitou,Produto,Valor_OS,Transportadora,Valor_Envio,Rastreio,Quem_Autorizou,Status,Prazo_Entrega_Dias
180483,2026-07-23,Rafaela Monteiro,PF,Cliente direto,iPhone 15,0.01,FOX,218.52,3722485848,Marcelo,Entregue,4.0
180029,2026-07-23,Aline Serpa,PF,Cliente direto,iPhone 14,6487.55,Correios Seguro,75.86,AD609059210BR,Sabrina,Entregue,5.0
180616,2026-07-23,Planalto Distribuidora,PJ,Filial Regional,Acessórios diversos,429.3,FOX,99.96,6672294644,Igor,Entregue,3.0
181099,2026-07-24,Beluga Advocacia,PJ,Filial Regional,iPhone 14,5209.23,DHL,185.69,5110114276,Renan,Entregue,10.0
180506,2026-07-25,Natália Quaresma,PF,Cliente direto,iPad Pro,9085.32,DHL,265.74,4501433205,Marcelo,Entregue,2.0
180277,2026-07-25,Igor Bezerra,PF,Cliente direto,MacBook Air,0.01,Correios Seguro,126.97,AD216920188BR,Marcelo,Entregue,5.0
180996,2026-07-26,Eduardo Vasconcelos,PF,Cliente direto,iPhone 15 Pro,6759.71,Correios,97.09,AD218750843BR,Vanessa,Entregue,7.0
180288,2026-07-27,Fabrício Damasceno,PF,Cliente direto,Carregador,0.01,DHL,144.91,9420773989,Marcelo,Entregue,3.0
181432,2026-07-30,Metrópole Logística,PJ,Filial Regional,Acessórios diversos,0.01,Correios,66.63,AD835863465BR,Renan,Entregue,5.0
181284,2026-07-31,Axiom Tecnologia,PJ,Filial Regional,AirPods Pro,2011.34,DHL,187.84,3656676573,Sabrina,Entregue,3.0
180757,2026-07-31,Aliança Cooperativa,PJ,Filial Regional,MacBook Pro 14,0.01,DHL,378.7,4309039293,Marcelo,Entregue,7.0
181246,2026-07-31,Tatiane Rezende,PF,Cliente direto,Acessórios diversos,344.14,DHL,156.64,6922054136,Igor,Entregue,2.0
